大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系英文名称,所属院系网址,response_1,response_2,response_3,response_1_valid,response_2_valid,response_3_valid,valid_response_count,selected_response,consistency_type,consistency_detail
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,Faculty of Computing & Data Sciences,https://www.bu.edu/cds-faculty/,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/","Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/","Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",True,True,True,3,"Faculty of Computing & Data Sciences, https://www.bu.edu/cds-faculty/",all_valid_same,All 3 valid responses are identical
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Boston University Metropolitan College,https://www.bu.edu/met/,"Boston University Metropolitan College, https://www.bu.edu/met/","Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/",True,True,True,3,"Boston University Metropolitan College, https://www.bu.edu/met/",majority_valid_same,2 valid responses are identical
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,Boston University Metropolitan College,https://www.bu.edu/met/,"Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/",True,True,True,3,"Boston University Metropolitan College, https://www.bu.edu/met/",all_valid_same,All 3 valid responses are identical
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,Boston University Metropolitan College,https://www.bu.edu/met/,"Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/",True,True,True,3,"Boston University Metropolitan College, https://www.bu.edu/met/",all_valid_same,All 3 valid responses are identical
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,Boston University Metropolitan College,https://www.bu.edu/met/,"Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/","Boston University Metropolitan College, https://www.bu.edu/met/",True,True,True,3,"Boston University Metropolitan College, https://www.bu.edu/met/",all_valid_same,All 3 valid responses are identical
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,College of Engineering,https://engineering.osu.edu,,"College of Engineering, https://engineering.osu.edu","College of Engineering, https://engineering.osu.edu",False,True,True,2,"College of Engineering, https://engineering.osu.edu",all_valid_same,All 2 valid responses are identical
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,College of Engineering,https://engineering.osu.edu,"Department of Industrial and Systems Engineering, https://ise.osu.edu","College of Engineering, https://engineering.osu.edu","College of Engineering, https://engineering.osu.edu",True,True,True,3,"College of Engineering, https://engineering.osu.edu",majority_valid_same,2 valid responses are identical
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,College of Engineering,https://engineering.osu.edu,"College of Engineering, https://engineering.osu.edu","College of Engineering, https://engineering.osu.edu","College of Engineering, https://engineering.osu.edu",True,True,True,3,"College of Engineering, https://engineering.osu.edu",all_valid_same,All 3 valid responses are identical
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,College of Computer,https://cmns.umd.edu,"College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu/","College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu","College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu",True,True,True,3,"College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu",majority_valid_same,2 valid responses are identical
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,College of Engineering,https://engineering.tamu.edu,"College of Engineering, https://engineering.tamu.edu","College of Engineering, https://engineering.tamu.edu","College of Engineering, https://engineering.tamu.edu",True,True,True,3,"College of Engineering, https://engineering.tamu.edu",all_valid_same,All 3 valid responses are identical
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,College of Engineering,https://engineering.tamu.edu,"College of Engineering, https://engineering.tamu.edu","College of Engineering, https://engineering.tamu.edu","College of Engineering, https://engineering.tamu.edu",True,True,True,3,"College of Engineering, https://engineering.tamu.edu",all_valid_same,All 3 valid responses are identical
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,College of Arts & Sciences,https://artsci.tamu.edu,"College of Arts & Sciences, https://artsci.tamu.edu","College of Arts & Sciences, https://artsci.tamu.edu","College of Arts & Sciences, https://artsci.tamu.edu/",True,True,True,3,"College of Arts & Sciences, https://artsci.tamu.edu",majority_valid_same,2 valid responses are identical
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,Texas A&M Institute of Data Science,https://tamids.tamu.edu,Not found,"Texas A&M Institute of Data Science, https://tamids.tamu.edu/","Texas A&M Institute of Data Science, https://tamids.tamu.edu",False,True,True,2,"Texas A&M Institute of Data Science, https://tamids.tamu.edu",all_valid_different,"All valid responses are different, randomly selected"
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,College of Science,https://www.science.vt.edu,"College of Science, https://www.science.vt.edu","College of Science, https://www.science.vt.edu","College of Science, https://www.science.vt.edu",True,True,True,3,"College of Science, https://www.science.vt.edu",all_valid_same,All 3 valid responses are identical
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,P.C. Rossin College of Engineering & Applied Science,https://engineering.lehigh.edu,"P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu","P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu","P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu",True,True,True,3,"P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu",all_valid_same,All 3 valid responses are identical
University of Rochester,MS,Data Science,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/,"Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/","School of Arts and Sciences, https://www.rochester.edu/college/arts-sciences/",,True,True,False,2,"Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/",all_valid_different,"All valid responses are different, randomly selected"
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/,,"Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/","The browsed pages indicate that the program is housed within the ""Goergen Institute for Data Science and Artificial Intelligence"".
Both pages also clearly state that the Goergen Institute is under the ""Hajim School of Engineering & Applied Sciences"".

Looking at the footer of the browsed pages, under ""Schools & divisions"", ""Hajim School of Engineering"" is listed.
The URL for the Goergen Institute is `https://www.sas.rochester.edu/dsc/` which is a sub-domain of `sas.rochester.edu`. This indicates that `sas.rochester.edu` is likely the School of Arts & Sciences.

Let's check the URL for the Hajim School of Engineering & Applied Sciences from the browsed pages. The program is within the Goergen Institute for Data Science and Artificial Intelligence which is under the Hajim School of Engineering & Applied Sciences.

Let's look for the official homepage for the ""Hajim School of Engineering & Applied Sciences"". The browsed pages show a link for ""Hajim School of Engineering & Applied Sciences"" at the top of the page. The `sas.rochester.edu` domain seems to be for ""School of Arts & Sciences"".

I will check the ""Schools & divisions"" section again in the footer. It lists ""Hajim School of Engineering"". I need to find the homepage URL for that school.
Since the current URL `https://www.sas.rochester.edu` is for the ""School of Arts & Sciences"" and not the ""Hajim School of Engineering & Applied Sciences"", I should search for the Hajim School's homepage.

Let's search for ""University of Rochester Hajim School of Engineering & Applied Sciences site:.edu"" to find its homepage.",False,True,False,1,"Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/",single_valid_response,Only one valid response
